Current Attendence Sheet Data of FDN11513  |  All Type


-,2019-02-25-11:00:00-Lect-1H-ng,2019-02-28-08:00:00-Lect-2H-ng,2019-03-07-08:00:00-Lect-2H-ng,2019-03-11-11:00:00-Lect-1H-ng,2019-03-14-08:00:00-Lect-2H-ng,2019-03-18-11:00:00-Lect-1H-ng,2019-03-21-08:00:00-Lect-2H-ng,2019-03-25-11:00:00-Lect-1H-ng,2019-03-28-08:00:00-Lect-2H-ng,2019-04-01-11:00:00-Lect-1H-ng,2019-04-04-08:00:00-Lect-2H-ng,2019-04-08-11:00:00-Lect-1H-ng,2019-04-11-08:00:00-Lect-2H-ng,2019-05-16-08:00:00-Lect-2H-ng,2019-05-23-08:00:00-Lect-2H-ng,2019-05-27-11:00:00-Lect-1H-ng,2019-05-30-08:00:00-Lect-2H-ng,2019-06-03-11:00:00-Lect-1H-ng,2019-06-06-08:00:00-Lect-2H-ng,2019-06-10-11:00:00-Lect-1H-ng,2019-06-13-08:00:00-Lect-2H-ng,2019-06-17-11:00:00-Lect-1H-ng,2019-06-20-08:00:00-Lect-2H-ng,2019-06-24-11:00:00-Lect-1H-ng,2019-06-27-08:00:00-Lect-2H-ng,2019-07-01-11:00:00-Lect-1H-ng,%
HS/2018/16991,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,40 %,
HS/2018/16992,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,48 %,
HS/2018/16993,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,63 %,
HS/2018/16994,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,50 %,
HS/2018/16995,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,33 %,
HS/2018/16996,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,0,55 %,
HS/2018/16997,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,68 %,
HS/2018/16998,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,43 %,
HS/2018/16999,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,50 %,
HS/2018/17000,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,38 %,
HS/2018/17001,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,38 %,
HS/2018/17002,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,58 %,
HS/2018/17003,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,48 %,
HS/2018/17004,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,70 %,
HS/2018/17005,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,48 %,
HS/2018/17006,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,48 %,
HS/2018/17008,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,55 %,
HS/2018/17009,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,60 %,
HS/2018/17010,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,60 %,
HS/2018/17011,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,63 %,
HS/2018/17012,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,50 %,
HS/2018/17013,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,45 %,
HS/2018/17014,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,60 %,
HS/2018/17015,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,53 %,
HS/2018/17016,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,58 %,
HS/2018/17017,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,43 %,
HS/2018/17018,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,50 %,
HS/2018/17019,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,53 %,
HS/2018/17020,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,50 %,
HS/2018/17021,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,55 %,
HS/2018/17022,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,50 %,
HS/2018/17023,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,55 %,
HS/2018/17024,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,43 %,
HS/2018/17025,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,38 %,
HS/2018/17026,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,43 %,
HS/2018/17027,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,45 %,
HS/2018/17028,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,50 %,
HS/2018/17029,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,58 %,
HS/2018/17030,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,35 %,
HS/2018/17031,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,40 %,
HS/2018/17032,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,53 %,
HS/2018/17033,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,43 %,
HS/2018/17034,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,65 %,
HS/2018/17035,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,63 %,
HS/2018/17036,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,58 %,
HS/2018/17037,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,68 %,
HS/2018/17038,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,53 %,
HS/2018/17039,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,30 %,
HS/2018/17040,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,50 %,
HS/2018/17041,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,53 %,
HS/2018/17042,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,1,58 %,
HS/2018/17043,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,63 %,
HS/2018/17044,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,40 %,
HS/2018/17045,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,58 %,
HS/2018/17046,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,20 %,
HS/2018/17047,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,43 %,
HS/2018/17048,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,55 %,
HS/2018/17049,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,35 %,
HS/2018/17050,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,65 %,
HS/2018/17051,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,48 %,
HS/2018/17052,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,58 %,
HS/2018/17053,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,63 %,
HS/2018/17054,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,58 %,
HS/2018/17055,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,55 %,
HS/2018/17056,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,48 %,
HS/2018/17057,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,40 %,
HS/2018/17058,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,48 %,
HS/2018/17059,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,50 %,
HS/2018/17060,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,63 %,
HS/2018/17061,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,50 %,
HS/2018/17062,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,33 %,
HS/2018/17063,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,50 %,
HS/2018/17064,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,43 %,
HS/2018/17065,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,53 %,
HS/2018/17066,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,68 %,
HS/2018/17067,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,55 %,
HS/2018/17068,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,50 %,
HS/2018/17069,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,43 %,
HS/2018/17070,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,43 %,
HS/2018/17071,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40 %,
HS/2018/17072,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,60 %,
HS/2018/17073,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,55 %,
HS/2018/17074,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,48 %,
HS/2018/17075,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,60 %,
HS/2018/17076,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,20 %,
HS/2018/17077,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20 %,
HS/2018/17078,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,45 %,
HS/2018/17079,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,35 %,
HS/2018/17080,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,35 %,
HS/2018/17081,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,58 %,
HS/2018/17082,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,38 %,
HS/2018/17083,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,50 %,
HS/2018/17084,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,50 %,
HS/2018/17086,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,60 %,
HS/2018/17087,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,50 %,
HS/2018/17088,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,23 %,
HS/2018/17089,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,43 %,
HS/2018/17090,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,28 %,
HS/2018/17091,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,48 %,
HS/2018/17092,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,50 %,
HS/2018/17093,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,45 %,
HS/2018/17094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,10 %,
HS/2018/17096,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,23 %,
HS/2018/17098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,8 %,
HS/2018/17099,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,28 %,
HS/2018/17100,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,50 %,
HS/2018/17103,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,50 %,
HS/2018/17104,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,43 %,
HS/2018/17105,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,48 %,
HS/2018/17106,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,50 %,
HS/2018/17107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,13 %,
HS/2018/17109,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,28 %,
HS/2018/17110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,18 %,
HS/2018/17111,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,20 %,
HS/2018/17112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,13 %,
HS/2018/17113,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,40 %,
HS/2018/17114,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,35 %,
HS/2018/17115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,15 %,
HS/2018/17116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3 %,
HS/2018/17117,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,20 %,
HS/2018/17118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 %,
HS/2018/17119,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,23 %,
Total,427,431,412,361,358,245,369,0,387,218,0,0,0,0,326,403,367,2,0,265,109,229,318,239,260,243,
