Current Attendence Sheet Data of FDN22513  |  All Type


-,2019-07-29-16:00:00-Lect-1H-ng,2019-08-05-16:00:00-Lect-1H-ng,2019-08-06-13:00:00-Lect-2H-ng,2019-08-13-13:00:00-Lect-2H-ng,2019-08-19-16:00:00-Lect-1H-ng,2019-08-20-13:00:00-Lect-2H-ng,2019-12-09-16:00:00-Lect-1H-ng,2019-12-10-13:00:00-Lect-2H-ng,2019-12-16-16:00:00-Lect-1H-ng,2019-12-17-13:00:00-Lect-2H-ng,2019-12-23-16:00:00-Lect-1H-ng,2019-12-24-13:00:00-Lect-2H-ng,2019-12-31-13:00:00-Lect-2H-ng,2020-01-06-16:00:00-Lect-1H-ng,2020-01-07-13:00:00-Lect-2H-ng,2020-01-13-16:00:00-Lect-1H-ng,2020-01-14-13:00:00-Lect-2H-ng,2020-01-20-16:00:00-Lect-1H-ng,2020-01-21-09:00:00-Lect-2H-ng,2020-01-27-16:00:00-Lect-1H-ng,2020-01-28-13:00:00-Lect-2H-ng,2020-02-03-16:00:00-Lect-1H-ng,2020-02-10-16:00:00-Lect-1H-ng,2020-02-11-13:00:00-Lect-2H-ng,2020-02-17-16:00:00-Lect-1H-ng,2020-02-18-13:00:00-Lect-2H-ng,%
HS/2017/16300,0,1,1,0,1,0,M,M,0,0,0,0,0,M,M,M,M,M,M,M,M,M,M,1,1,1,67 %,
HS/2017/16305,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,59 %,
HS/2017/16311,0,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,41 %,
HS/2017/16313,M,M,1,1,M,1,M,1,1,1,M,M,1,M,1,1,M,M,1,0,1,0,0,1,0,1,90 %,
HS/2017/16317,0,0,0,0,0,0,M,M,1,M,M,0,M,1,M,M,M,M,M,M,M,M,M,1,M,0,67 %,
HS/2017/16321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 %,
HS/2017/16322,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,87 %,
HS/2017/16323,0,1,0,0,1,0,1,E,E,1,1,1,1,1,1,1,1,1,1,1,1,E,1,1,1,1,82 %,
HS/2017/16324,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,85 %,
HS/2017/16330,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,72 %,
HS/2017/16334,M,1,M,M,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,M,M,1,1,1,1,1,95 %,
HS/2017/16337,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,87 %,
HS/2017/16338,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,85 %,
HS/2017/16340,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,85 %,
HS/2017/16341,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,85 %,
HS/2017/16345,0,1,1,1,1,1,M,M,1,1,M,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,90 %,
HS/2017/16346,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,51 %,
HS/2017/16347,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,92 %,
HS/2017/16354,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,87 %,
HS/2017/16357,0,1,0,0,M,M,1,1,1,1,M,M,0,1,1,1,1,1,1,1,1,1,1,1,1,1,82 %,
HS/2017/16359,0,0,1,0,1,1,M,M,1,1,M,M,1,1,0,1,1,1,1,1,1,1,1,1,1,1,85 %,
HS/2017/16360,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,82 %,
HS/2017/16368,M,M,1,1,1,M,M,M,M,M,M,M,1,1,1,1,1,1,1,0,1,1,1,1,1,1,97 %,
HS/2017/16371,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,77 %,
HS/2017/16373,M,M,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,M,1,1,1,1,87 %,
HS/2017/16375,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,56 %,
HS/2017/16377,0,1,0,0,1,1,1,1,1,1,M,M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,87 %,
HS/2017/16378,M,1,0,0,1,1,1,1,1,1,M,M,1,1,1,1,1,1,0,1,1,0,1,1,1,1,82 %,
HS/2017/16381,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,87 %,
HS/2017/16390,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,85 %,
HS/2017/16393,M,1,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,59 %,
HS/2017/16394,M,M,M,0,1,0,1,0,1,0,M,1,M,M,M,1,0,1,1,M,M,1,1,1,1,1,74 %,
HS/2017/16395,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,72 %,
HS/2017/16398,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,87 %,
HS/2017/16399,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,87 %,
HS/2017/16400,0,1,1,0,1,0,M,M,1,1,1,1,1,1,1,M,M,1,1,1,1,1,0,1,1,1,85 %,
HS/2017/16402,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,87 %,
HS/2017/16403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 %,
HS/2017/16404,E,E,1,1,1,1,M,1,1,1,1,M,1,1,1,M,0,1,1,1,0,1,1,1,0,0,82 %,
HS/2017/16409,0,0,0,0,1,0,1,E,E,1,1,E,E,1,E,1,1,1,1,1,1,E,E,1,1,0,74 %,
HS/2017/16410,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,92 %,
HS/2017/16411,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,92 %,
HS/2017/16412,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,44 %,
HS/2017/16413,0,1,0,0,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,0,1,51 %,
HS/2017/16416,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,82 %,
HS/2017/16423,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,87 %,
HS/2017/16427,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,1,74 %,
HS/2017/16432,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,95 %,
HS/2017/16436,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,97 %,
HS/2017/16438,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,82 %,
HS/2017/16445,0,1,1,M,1,M,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,87 %,
HS/2017/16447,0,M,M,0,1,0,M,M,1,1,1,1,1,0,1,1,1,0,0,M,M,1,1,1,0,1,74 %,
HS/2017/16448,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,82 %,
HS/2017/16450,0,1,M,M,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,82 %,
HS/2017/16453,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,92 %,
HS/2017/16454,M,M,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,M,1,M,M,1,1,M,M,82 %,
HS/2017/16456,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,85 %,
HS/2017/16457,0,1,M,M,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,79 %,
HS/2017/16460,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,87 %,
HS/2017/16464,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,77 %,
HS/2017/16473,0,1,1,0,1,0,M,M,1,0,M,M,1,1,1,1,1,1,1,1,1,1,1,1,1,0,77 %,
HS/2017/16480,M,M,M,M,1,M,1,1,1,M,M,M,1,1,M,M,M,M,1,1,1,M,1,1,0,0,92 %,
HS/2017/16481,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,74 %,
HS/2017/16482,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,85 %,
HS/2017/16483,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,49 %,
HS/2017/16484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3 %,
HS/2017/16491,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,82 %,
HS/2017/16498,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,92 %,
HS/2017/16499,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,92 %,
HS/2017/16501,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,97 %,
HS/2017/16502,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,0,0,59 %,
HS/2017/16503,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,82 %,
HS/2017/16506,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,59 %,
HS/2017/16508,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,90 %,
HS/2017/16510,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,92 %,
HS/2017/16512,M,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,82 %,
HS/2017/16513,M,0,M,1,1,1,1,1,1,1,M,M,M,1,1,1,1,1,1,0,1,1,1,1,1,1,95 %,
HS/2017/16517,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,82 %,
HS/2017/16519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 %,
HS/2017/16520,0,0,1,0,1,1,1,1,M,M,M,M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,90 %,
HS/2017/16522,0,1,0,M,1,0,1,0,1,M,1,M,M,M,M,1,1,1,1,1,1,1,1,1,1,1,82 %,
HS/2017/16524,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,95 %,
HS/2017/16525,0,1,M,0,1,M,0,M,1,1,1,1,1,1,1,1,1,1,M,1,1,0,0,1,1,1,85 %,
HS/2017/16527,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,74 %,
HS/2017/16529,M,1,1,0,1,1,M,M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,95 %,
HS/2017/16530,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,87 %,
HS/2017/16537,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,82 %,
HS/2017/16543,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,92 %,
HS/2017/16545,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,87 %,
HS/2017/16547,0,0,1,1,1,1,0,1,1,1,1,M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,92 %,
HS/2017/16550,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,90 %,
HS/2017/16551,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,46 %,
HS/2017/16552,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,92 %,
HS/2017/16554,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,95 %,
HS/2017/16555,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,82 %,
HS/2017/16557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3 %,
HS/2017/16558,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,95 %,
HS/2017/16559,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,82 %,
HS/2017/16560,0,1,0,1,1,0,M,M,1,1,1,1,1,1,M,1,1,1,1,M,M,M,1,1,1,1,87 %,
HS/2017/16561,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,74 %,
HS/2017/16562,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,95 %,
HS/2017/16563,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,95 %,
HS/2017/16564,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,97 %,
HS/2017/16568,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,77 %,
HS/2017/16570,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,95 %,
HS/2017/16576,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,92 %,
HS/2017/16578,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,72 %,
HS/2017/16579,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,85 %,
HS/2017/16582,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,23 %,
HS/2017/16584,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,85 %,
HS/2017/16586,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,92 %,
HS/2017/16589,0,0,0,0,1,0,1,E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,77 %,
HS/2017/16592,0,M,M,M,1,1,M,M,M,M,M,M,M,1,1,M,1,1,1,M,1,1,1,1,1,1,97 %,
HS/2017/16593,M,M,1,M,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,90 %,
HS/2017/16594,0,M,0,M,1,M,0,M,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,85 %,
HS/2017/16595,M,1,1,1,M,M,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,82 %,
HS/2017/16596,M,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,62 %,
HS/2017/16598,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,36 %,
HS/2017/16599,M,1,1,M,1,1,M,1,1,1,M,1,1,M,1,M,1,M,1,M,1,M,1,1,1,0,95 %,
HS/2017/16600,0,1,1,M,1,1,M,1,M,1,M,1,M,1,1,M,1,1,1,M,1,M,M,1,1,0,92 %,
HS/2017/16601,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,41 %,
HS/2017/16603,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,87 %,
HS/2017/16605,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13 %,
HS/2017/16606,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,51 %,
HS/2017/16608,0,M,M,M,0,1,0,M,1,1,M,M,M,1,1,M,M,0,M,1,1,M,M,1,0,M,87 %,
HS/2017/16609,M,1,1,M,1,1,M,M,1,1,M,1,1,1,M,M,1,1,1,M,M,M,1,1,1,M,100 %,
HS/2017/16610,0,1,0,1,1,1,M,M,1,1,1,1,1,1,M,M,1,1,1,1,1,1,1,1,1,1,92 %,
HS/2017/16611,0,0,M,M,M,M,M,1,1,1,M,1,1,M,1,1,1,M,1,M,1,M,1,1,M,1,95 %,
