Current Attendence Sheet Data of FDN22613  |  All Type


-,2019-07-29-16:00:00-Lect-1H-ng,2019-08-05-16:00:00-Lect-1H-ng,2019-08-06-13:00:00-Lect-2H-ng,2019-08-13-13:00:00-Lect-2H-ng,2019-08-19-16:00:00-Lect-1H-ng,2019-08-20-13:00:00-Lect-2H-ng,2019-12-09-16:00:00-Lect-1H-ng,2019-12-10-13:00:00-Lect-2H-ng,2019-12-16-16:00:00-Lect-1H-ng,2019-12-17-13:00:00-Lect-2H-ng,2019-12-23-13:00:00-Lect-1H-ng,2019-12-24-13:00:00-Lect-2H-ng,2019-12-31-13:00:00-Lect-2H-ng,2020-01-06-16:00:00-Lect-1H-ng,2020-01-07-13:00:00-Lect-2H-ng,2020-01-13-16:00:00-Lect-1H-ng,2020-01-14-13:00:00-Lect-2H-ng,2020-01-20-16:00:00-Lect-1H-ng,2020-01-21-13:00:00-Lect-2H-ng,2020-01-27-16:00:00-Lect-1H-ng,2020-01-28-13:00:00-Lect-2H-ng,2020-02-03-16:00:00-Lect-1H-ng,2020-02-10-16:00:00-Lect-1H-ng,2020-02-11-13:00:00-Lect-2H-ng,2020-02-17-16:00:00-Lect-1H-ng,2020-02-18-13:00:00-Lect-2H-ng,%
HS/2017/16167,M,1,M,M,1,M,1,M,M,1,M,M,0,1,M,1,1,0,0,1,M,M,1,0,1,1,82 %,
HS/2017/16168,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,97 %,
HS/2017/16169,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,92 %,
HS/2017/16170,0,0,1,1,1,M,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,85 %,
HS/2017/16175,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,82 %,
HS/2017/16176,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,59 %,
HS/2017/16178,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,38 %,
HS/2017/16179,M,M,M,M,1,M,M,M,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,92 %,
HS/2017/16180,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,82 %,
HS/2017/16181,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,90 %,
HS/2017/16186,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,82 %,
HS/2017/16188,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,85 %,
HS/2017/16189,0,M,M,M,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,74 %,
HS/2017/16190,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,90 %,
HS/2017/16191,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,69 %,
HS/2017/16192,M,M,M,1,1,M,1,M,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,M,1,1,97 %,
HS/2017/16196,0,0,0,1,1,0,M,M,1,1,0,1,1,1,1,0,1,1,1,M,M,1,1,0,1,1,74 %,
HS/2017/16199,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,69 %,
HS/2017/16200,0,M,M,1,1,0,1,0,1,1,M,M,1,1,1,1,1,1,1,M,1,1,1,1,1,1,87 %,
HS/2017/16201,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,97 %,
HS/2017/16202,M,M,M,1,1,M,1,M,1,1,1,M,1,1,1,0,1,1,1,1,1,1,1,1,1,1,97 %,
HS/2017/16203,M,M,M,1,1,0,0,0,1,1,0,1,1,M,M,0,1,1,1,0,1,M,1,1,1,1,79 %,
HS/2017/16204,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,90 %,
HS/2017/16205,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,59 %,
HS/2017/16206,0,M,M,M,1,0,M,M,1,0,M,M,1,M,M,1,1,1,1,1,1,M,1,1,1,1,87 %,
HS/2017/16207,M,M,M,M,1,M,0,M,1,1,M,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,85 %,
HS/2017/16209,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,87 %,
HS/2017/16210,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,41 %,
HS/2017/16212,M,1,1,M,1,M,1,M,1,1,1,0,1,1,1,1,1,1,1,M,1,1,1,1,1,1,95 %,
HS/2017/16213,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,82 %,
HS/2017/16215,0,M,M,M,1,0,M,M,1,1,0,1,1,1,1,1,1,1,1,1,0,M,1,1,1,1,85 %,
HS/2017/16216,0,1,0,M,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,82 %,
HS/2017/16217,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,90 %,
HS/2017/16218,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,82 %,
HS/2017/16223,0,1,1,1,1,0,1,1,1,1,M,M,1,0,1,1,1,1,0,1,1,0,1,1,1,1,82 %,
HS/2017/16224,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,85 %,
HS/2017/16227,0,0,1,0,1,1,1,M,1,1,1,1,1,1,1,1,0,1,1,M,1,1,1,1,0,1,82 %,
HS/2017/16231,0,1,1,0,1,0,1,1,1,1,E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,87 %,
HS/2017/16234,M,M,1,0,1,0,M,M,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,82 %,
HS/2017/16235,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,82 %,
HS/2017/16238,M,0,1,M,1,M,M,M,1,1,1,1,1,1,M,1,1,1,1,1,1,M,1,1,1,1,97 %,
HS/2017/16239,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,74 %,
HS/2017/16241,0,1,0,0,0,1,1,1,1,1,1,M,1,M,1,0,1,1,1,1,1,1,1,1,1,1,82 %,
HS/2017/16242,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,28 %,
HS/2017/16245,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,85 %,
HS/2017/16246,0,0,1,M,1,M,1,M,1,M,0,M,1,1,M,0,0,0,0,1,0,1,1,1,1,1,72 %,
HS/2017/16247,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,85 %,
HS/2017/16248,M,1,1,1,1,0,M,M,M,M,E,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,87 %,
HS/2017/16251,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,82 %,
HS/2017/16252,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,85 %,
HS/2017/16257,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,82 %,
HS/2017/16258,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,85 %,
HS/2017/16259,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0,0,46 %,
HS/2017/16262,0,M,M,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,87 %,
HS/2017/16264,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,82 %,
HS/2017/16265,0,1,0,M,1,M,M,M,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,87 %,
HS/2017/16266,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,90 %,
HS/2017/16268,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,38 %,
HS/2017/16269,0,1,M,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,M,0,0,1,1,1,67 %,
HS/2017/16272,0,M,M,M,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,87 %,
HS/2017/16274,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,85 %,
HS/2017/16278,0,1,0,M,1,M,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,85 %,
HS/2017/16282,0,M,M,M,1,M,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,87 %,
HS/2017/16284,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,82 %,
HS/2017/16285,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,85 %,
HS/2017/16289,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,85 %,
HS/2017/16291,M,1,0,M,1,M,M,M,1,1,M,M,M,M,1,1,1,1,1,M,M,M,1,1,1,1,95 %,
HS/2017/16293,0,1,1,1,1,1,1,1,1,1,E,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,95 %,
HS/2017/16294,0,0,0,0,1,1,1,1,1,1,1,M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,85 %,
HS/2017/16295,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,92 %,
HS/2017/16298,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,85 %,
HS/2017/16299,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,M,M,M,1,1,1,1,92 %,
HS/2017/16301,0,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,59 %,
HS/2017/16302,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,95 %,
HS/2017/16303,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,87 %,
HS/2017/16304,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,82 %,
HS/2017/16306,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,90 %,
HS/2017/16307,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,87 %,
HS/2017/16308,0,1,1,0,1,0,1,1,1,1,M,1,M,M,M,1,1,1,1,0,1,0,1,1,1,1,82 %,
HS/2017/16309,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,90 %,
HS/2017/16310,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0,46 %,
HS/2017/16312,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,90 %,
HS/2017/16314,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,82 %,
HS/2017/16315,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,95 %,
HS/2017/16316,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,87 %,
HS/2017/16318,0,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,62 %,
HS/2017/16319,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,E,85 %,
HS/2017/16320,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,92 %,
HS/2017/16325,M,1,1,1,1,0,1,1,1,1,0,1,1,M,1,1,1,M,1,M,1,M,1,1,1,M,92 %,
HS/2017/16326,M,1,0,1,0,0,M,1,M,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,77 %,
HS/2017/16327,0,0,0,0,1,0,0,0,0,0,0,E,0,1,1,0,0,0,0,0,0,0,0,1,0,0,21 %,
HS/2017/16328,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,95 %,
HS/2017/16329,0,1,1,M,0,0,0,M,1,1,E,M,M,1,1,1,1,1,1,1,1,0,1,1,1,1,85 %,
HS/2017/16331,0,1,1,1,1,M,0,1,0,1,1,E,M,1,1,1,M,1,1,1,1,0,1,1,1,1,90 %,
HS/2017/16332,M,1,1,M,1,M,M,M,1,1,1,M,M,1,1,1,1,0,1,1,1,0,1,1,1,1,95 %,
HS/2017/16333,M,0,1,M,1,0,0,1,1,1,1,E,1,1,1,0,1,1,1,1,1,0,1,1,1,1,85 %,
HS/2017/16335,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,85 %,
HS/2017/16336,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,90 %,
HS/2017/16339,0,1,1,0,1,0,M,M,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,85 %,
HS/2017/16342,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,79 %,
HS/2017/16343,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,92 %,
HS/2017/16344,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,M,1,M,1,1,1,0,79 %,
HS/2017/16348,M,M,M,0,1,0,M,M,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,82 %,
HS/2017/16349,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5 %,
HS/2017/16350,0,1,0,1,1,M,1,1,1,0,1,M,1,1,M,1,1,1,1,1,1,0,1,1,1,0,79 %,
HS/2017/16351,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,82 %,
HS/2017/16352,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,92 %,
HS/2017/16353,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,82 %,
HS/2017/16355,M,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,82 %,
HS/2017/16356,0,M,M,1,1,1,1,1,1,1,M,M,M,1,1,1,1,1,1,1,1,1,1,1,1,1,97 %,
HS/2017/16361,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,82 %,
HS/2017/16362,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,M,1,1,1,1,82 %,
HS/2017/16363,0,1,0,1,M,M,1,1,1,1,1,1,1,1,1,M,M,1,1,1,1,0,1,1,1,1,90 %,
HS/2017/16364,0,0,1,0,1,0,M,M,1,1,1,1,1,1,M,1,1,1,M,1,1,1,1,1,1,1,85 %,
HS/2017/16365,E,1,1,1,1,E,1,1,E,1,E,1,E,1,E,1,E,1,1,1,1,0,1,1,1,0,92 %,
HS/2017/16366,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,90 %,
HS/2017/16367,0,0,0,1,1,0,1,1,1,1,1,M,1,1,1,1,1,0,0,1,1,1,1,1,1,1,77 %,
HS/2017/16369,M,M,M,M,1,M,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,87 %,
HS/2017/16370,0,M,M,M,1,M,M,M,0,1,1,0,1,1,0,M,M,1,1,1,1,1,1,1,1,1,85 %,
HS/2017/16372,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,82 %,
HS/2017/16374,M,1,0,M,1,M,1,1,1,1,M,1,1,1,1,1,1,1,1,1,1,M,1,1,1,1,95 %,
HS/2017/16376,0,1,1,0,1,0,1,1,1,1,M,M,1,1,1,1,1,1,1,1,1,0,1,1,1,1,85 %,
HS/2017/16380,0,0,1,0,M,M,0,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,67 %,
HS/2017/16382,0,1,1,E,1,E,E,1,1,1,E,E,E,1,1,1,1,E,E,1,1,E,1,1,1,1,97 %,
HS/2017/16383,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,90 %,
HS/2017/16384,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,82 %,
HS/2017/16385,0,0,1,1,1,1,0,1,1,1,E,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,82 %,
HS/2017/16386,0,M,M,0,1,M,M,M,0,1,1,M,1,0,1,0,1,1,1,1,1,1,1,1,1,1,85 %,
HS/2017/16388,0,1,1,0,1,0,0,1,1,0,1,M,1,1,1,0,1,1,1,1,1,M,1,1,M,1,77 %,
HS/2017/16389,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,92 %,
HS/2017/16391,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,95 %,
HS/2017/16392,0,1,1,0,1,1,0,M,1,1,M,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,85 %,
HS/2017/16396,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,79 %,
HS/2017/16397,0,1,1,M,M,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,82 %,
HS/2017/16401,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,90 %,
HS/2017/16405,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,82 %,
HS/2017/16407,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,87 %,
HS/2017/16408,0,0,1,M,1,M,M,1,1,1,1,0,1,1,M,1,1,1,1,1,1,1,1,1,1,0,85 %,
HS/2017/16414,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,85 %,
HS/2017/16415,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,87 %,
HS/2017/16418,0,1,1,1,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,69 %,
HS/2017/16419,0,1,M,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,82 %,
HS/2017/16420,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,87 %,
HS/2017/16421,M,M,1,M,M,1,1,M,M,1,1,1,1,M,M,1,1,M,1,1,1,M,1,1,1,1,100 %,
HS/2017/16422,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,95 %,
HS/2017/16424,M,M,M,M,M,M,1,0,1,1,1,0,0,1,1,1,1,1,1,M,M,1,1,1,1,1,85 %,
HS/2017/16425,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,72 %,
HS/2017/16426,0,0,1,1,1,0,0,1,1,1,M,E,1,1,1,0,1,1,1,1,1,0,1,1,1,1,82 %,
HS/2017/16428,M,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,87 %,
HS/2017/16429,0,0,1,M,M,M,1,0,0,1,1,M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,87 %,
HS/2017/16430,M,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,82 %,
HS/2017/16431,0,0,1,0,1,1,M,M,1,1,1,1,1,1,1,M,1,1,1,1,1,0,1,1,1,1,87 %,
HS/2017/16433,0,M,M,M,1,M,M,M,0,1,1,0,1,1,0,M,M,1,1,1,1,1,1,1,1,1,85 %,
HS/2017/16434,0,1,0,0,M,M,1,0,1,1,M,M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,82 %,
HS/2017/16435,0,0,1,M,1,0,M,M,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,85 %,
HS/2017/16437,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,23 %,
HS/2017/16439,0,1,1,1,0,0,0,M,M,1,M,1,1,1,1,1,1,1,1,1,1,M,1,1,1,1,87 %,
HS/2017/16440,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,87 %,
HS/2017/16441,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,82 %,
HS/2017/16442,0,0,1,0,M,M,1,0,1,1,1,1,1,1,1,1,M,1,1,1,1,0,1,1,1,1,82 %,
HS/2017/16443,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,87 %,
HS/2017/16444,M,M,1,1,1,M,M,M,0,1,1,1,M,1,1,1,1,1,1,1,1,M,1,1,1,1,97 %,
HS/2017/16449,0,1,0,0,1,0,1,1,1,1,1,1,1,1,M,1,1,1,M,1,1,1,1,1,1,1,82 %,
HS/2017/16451,0,0,1,0,1,1,0,0,1,1,M,M,1,1,1,1,1,1,1,1,1,M,1,1,1,1,82 %,
HS/2017/16452,0,0,0,1,1,0,E,E,1,E,1,1,E,1,E,E,1,1,1,1,E,1,E,1,1,1,85 %,
HS/2017/16455,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,74 %,
HS/2017/16458,0,M,M,M,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,62 %,
HS/2017/16459,0,1,1,1,1,1,1,1,1,1,0,0,1,1,M,M,1,1,1,1,1,0,1,1,1,1,87 %,
HS/2017/16461,M,M,M,M,1,0,0,1,1,1,M,M,1,1,0,1,1,0,M,1,1,M,1,1,M,1,85 %,
HS/2017/16462,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,95 %,
HS/2017/16463,M,M,M,M,1,1,1,1,1,M,1,1,M,1,1,1,1,1,M,1,1,M,1,1,1,1,100 %,
HS/2017/16465,M,1,1,M,1,M,1,1,1,1,M,1,0,1,0,1,1,0,1,1,1,M,1,1,1,1,87 %,
HS/2017/16466,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,85 %,
HS/2017/16467,M,M,M,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,87 %,
HS/2017/16468,M,1,M,0,1,M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,M,1,1,1,1,95 %,
HS/2017/16469,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,82 %,
HS/2017/16470,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,87 %,
HS/2017/16471,0,1,1,1,1,1,1,1,1,1,E,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,85 %,
HS/2017/16472,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,87 %,
HS/2017/16474,0,0,1,0,1,0,M,M,1,1,1,1,1,1,M,1,1,1,1,1,1,0,1,1,1,1,82 %,
HS/2017/16475,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,97 %,
HS/2017/16476,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,90 %,
HS/2017/16477,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,87 %,
