Current Attendence Sheet Data of SUP12513  |  All Type


-,2019-08-02-09:00:00-Lect-2H-ng,2019-08-06-13:00:00-Lect-1H-ng,2019-08-09-09:00:00-Lect-2H-ng,2019-08-13-13:00:00-Lect-1H-ng,2019-08-16-09:00:00-Lect-2H-ng,2019-08-20-09:00:00-Lect-2H-ng,2019-08-23-09:00:00-Lect-2H-ng,2019-12-10-12:00:00-Lect-1H-ng,2019-12-13-09:00:00-Lect-2H-ng,2019-12-20-09:00:00-Lect-2H-ng,2019-12-27-09:00:00-Lect-2H-ng,2019-12-31-13:00:00-Lect-1H-ng,2020-01-08-17:00:00-Lect-1H-ng,2020-01-17-09:00:00-Lect-2H-ng,2020-01-22-17:00:00-Lect-2H-ng,2020-01-24-16:00:00-Lect-1H-ng,2020-01-29-17:00:00-Lect-1H-ng,2020-01-31-15:00:00-Lect-2H-ng,2020-02-05-17:00:00-Lect-1H-ng,2020-02-07-16:00:00-Lect-1H-ng,2020-02-12-12:00:00-Lect-1H-ng,2020-02-14-15:00:00-Lect-2H-ng,2020-02-18-12:00:00-Lect-1H-ng,%
HS/2018/16843,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,83 %,
HS/2018/16844,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,80 %,
HS/2018/16845,1,1,1,0,1,1,1,1,1,1,1,E,1,1,1,1,1,1,1,1,0,1,1,94 %,
HS/2018/16846,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,91 %,
HS/2018/16847,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,91 %,
HS/2018/16848,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,80 %,
HS/2018/16849,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,86 %,
HS/2018/16850,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,80 %,
HS/2018/16851,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,57 %,
HS/2018/16852,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,86 %,
HS/2018/16853,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,83 %,
HS/2018/16854,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,80 %,
HS/2018/16855,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,86 %,
HS/2018/16856,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,86 %,
HS/2018/16857,M,1,M,M,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,86 %,
HS/2018/16858,1,M,1,M,1,1,0,1,1,1,0,E,1,1,1,0,0,1,1,1,1,1,1,83 %,
HS/2018/16859,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,91 %,
HS/2018/16860,0,1,1,0,1,1,0,1,1,1,0,E,1,1,1,1,1,1,1,1,1,1,1,80 %,
HS/2018/16861,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,80 %,
HS/2018/16862,1,1,1,0,1,1,1,1,1,1,0,E,1,1,1,1,1,1,1,1,1,1,1,91 %,
HS/2018/16863,M,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,83 %,
HS/2018/16864,1,1,1,1,1,1,0,1,1,1,0,E,0,1,1,1,1,1,1,1,1,1,1,86 %,
HS/2018/16865,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,83 %,
HS/2018/16866,1,1,1,0,1,1,0,1,1,1,0,E,1,1,1,1,1,1,1,1,1,1,1,86 %,
HS/2018/16867,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,86 %,
HS/2018/16868,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,83 %,
HS/2018/16869,0,1,1,1,1,1,0,1,1,1,M,M,1,M,1,M,1,0,1,1,1,1,1,83 %,
HS/2018/16870,1,0,1,1,1,1,0,0,1,1,0,E,1,1,1,1,1,1,1,1,1,1,1,83 %,
HS/2018/16871,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,66 %,
HS/2018/16872,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,86 %,
HS/2018/16873,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,89 %,
HS/2018/16874,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,80 %,
HS/2018/16875,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,83 %,
HS/2018/16876,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,83 %,
HS/2018/16877,1,1,1,M,1,1,0,0,1,1,M,E,1,1,1,0,1,1,1,1,1,1,1,89 %,
HS/2018/16878,M,1,1,M,1,1,M,M,1,1,M,M,1,1,1,1,0,1,1,1,1,1,1,97 %,
HS/2018/16879,1,1,1,0,1,1,0,1,1,1,0,0,M,1,M,M,1,1,1,1,1,1,1,83 %,
HS/2018/16880,1,1,1,0,1,1,M,1,1,1,M,M,M,1,1,M,M,1,0,M,1,1,1,94 %,
HS/2018/16881,1,1,M,M,1,1,M,1,1,1,M,0,1,0,1,1,1,1,1,1,1,1,1,91 %,
HS/2018/16882,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,1,1,E,0,0,1,1,63 %,
HS/2018/16883,M,M,M,M,1,1,M,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,86 %,
HS/2018/16884,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,86 %,
HS/2018/16885,1,1,1,M,1,1,0,1,1,1,0,E,1,1,1,1,1,0,1,0,1,1,1,80 %,
HS/2018/16886,0,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,0,57 %,
HS/2018/16887,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,80 %,
HS/2018/16888,M,M,1,M,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,83 %,
HS/2018/16889,M,1,1,M,1,1,M,1,1,1,M,1,0,1,0,0,1,1,1,1,1,1,1,89 %,
HS/2018/16890,1,1,1,0,1,1,0,0,1,1,1,E,1,1,1,1,1,1,1,1,1,1,1,89 %,
HS/2018/16891,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,83 %,
HS/2018/16892,0,1,M,M,M,1,M,0,1,1,1,0,1,M,1,1,1,1,1,1,1,1,1,89 %,
HS/2018/16893,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,66 %,
HS/2018/16894,1,1,1,1,1,1,M,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,83 %,
HS/2018/16895,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,86 %,
HS/2018/16896,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,80 %,
HS/2018/16897,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,89 %,
HS/2018/16898,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,94 %,
HS/2018/16899,1,M,1,1,1,1,1,1,1,1,M,1,0,1,0,1,1,0,1,1,0,1,1,83 %,
HS/2018/16900,1,1,1,1,1,1,0,1,1,1,0,E,0,1,1,1,1,1,1,1,1,1,1,86 %,
HS/2018/16901,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,89 %,
HS/2018/16902,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,83 %,
HS/2018/16904,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,89 %,
HS/2018/16905,1,M,1,1,M,1,0,0,1,1,0,1,1,1,M,1,M,1,1,1,1,1,1,86 %,
HS/2018/16906,M,1,1,M,M,1,M,M,1,1,0,1,0,1,1,0,1,1,0,0,1,1,1,83 %,
HS/2018/16907,1,1,1,1,1,1,0,0,1,1,1,E,1,1,1,1,1,1,1,0,1,1,1,89 %,
HS/2018/16908,1,0,1,1,1,1,1,1,1,1,1,E,1,1,1,1,1,1,1,1,1,1,1,97 %,
HS/2018/16909,1,1,1,1,1,1,M,1,1,1,M,1,1,1,1,1,1,1,1,1,1,1,1,100 %,
HS/2018/16910,0,1,1,1,1,1,M,1,1,1,M,1,1,1,1,M,M,0,1,1,1,0,1,83 %,
HS/2018/16911,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,80 %,
HS/2018/16912,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,89 %,
HS/2018/16913,1,1,1,1,1,1,0,1,1,1,0,E,1,1,1,1,0,1,1,1,1,1,1,86 %,
HS/2018/16914,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,86 %,
HS/2018/16915,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,80 %,
HS/2018/16916,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,89 %,
HS/2018/16917,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,97 %,
HS/2018/16918,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,83 %,
HS/2018/16919,1,1,1,0,1,1,0,0,1,1,0,E,1,1,1,1,1,1,1,1,1,1,1,83 %,
HS/2018/16920,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,63 %,
HS/2018/16921,M,1,1,M,1,1,M,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,86 %,
HS/2018/16922,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,80 %,
HS/2018/16923,1,1,1,0,1,1,1,1,1,1,1,E,1,1,1,1,1,1,1,1,1,1,1,97 %,
HS/2018/16924,1,1,1,1,1,1,1,1,1,1,1,E,1,0,1,1,1,1,1,1,1,1,1,94 %,
HS/2018/16925,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,86 %,
HS/2018/16926,1,1,1,1,1,1,0,0,1,1,0,E,1,1,1,1,1,1,1,1,1,1,1,86 %,
HS/2018/16927,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,94 %,
HS/2018/16928,M,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,83 %,
HS/2018/16929,0,0,1,0,1,1,0,1,1,1,1,E,1,1,1,1,1,1,1,1,1,1,1,83 %,
HS/2018/16930,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,86 %,
HS/2018/16932,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,91 %,
HS/2018/16933,1,1,1,1,M,1,M,1,1,1,M,M,1,1,1,0,1,1,0,0,0,1,1,89 %,
HS/2018/16936,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,89 %,
HS/2018/16937,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,83 %,
HS/2018/16938,1,1,1,1,1,1,0,1,1,1,M,M,1,M,M,M,1,1,1,1,M,1,M,94 %,
HS/2018/16939,1,0,1,1,1,1,0,1,1,1,0,E,1,1,1,1,1,0,1,1,1,1,1,80 %,
HS/2018/16940,0,0,1,1,1,1,0,0,1,1,1,E,0,1,1,1,1,1,1,1,1,1,1,80 %,
HS/2018/16941,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,80 %,
HS/2018/16942,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,89 %,
HS/2018/16943,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,89 %,
HS/2018/16944,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,80 %,
HS/2018/16945,1,0,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,51 %,
HS/2018/16946,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,80 %,
HS/2018/16947,1,1,1,0,1,1,0,1,1,1,1,E,1,1,1,1,1,1,1,1,1,1,1,91 %,
HS/2018/16948,M,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,83 %,
HS/2018/16949,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,86 %,
HS/2018/16950,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,86 %,
HS/2018/16951,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,86 %,
HS/2018/16952,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,83 %,
HS/2018/16953,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,94 %,
HS/2018/16954,M,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,83 %,
HS/2018/16955,1,M,M,1,1,1,M,M,1,1,M,M,1,1,1,1,M,1,1,1,1,1,1,100 %,
HS/2018/16956,1,1,1,M,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,80 %,
HS/2018/16957,M,1,1,1,1,1,M,M,1,M,0,E,1,1,1,1,1,1,1,0,0,1,1,89 %,
HS/2018/16958,1,M,1,M,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,80 %,
HS/2018/16959,1,1,1,1,1,1,0,0,1,1,0,E,1,1,1,0,1,1,1,1,1,1,1,83 %,
HS/2018/16960,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,97 %,
HS/2018/16961,1,1,1,0,1,1,0,1,1,1,0,E,1,1,1,1,1,1,1,1,1,1,1,86 %,
HS/2018/16962,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,86 %,
HS/2018/16963,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,89 %,
HS/2018/16964,0,1,1,1,1,1,0,1,1,1,0,E,1,1,1,1,0,1,1,1,1,1,1,80 %,
HS/2018/16965,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,83 %,
HS/2018/16966,1,0,1,1,1,1,0,1,1,1,1,E,1,1,1,1,1,1,1,1,1,1,1,91 %,
HS/2018/16967,1,1,1,M,1,1,M,0,1,1,M,E,1,1,1,0,0,1,1,0,1,1,1,89 %,
HS/2018/16968,1,1,M,1,1,1,M,M,1,1,M,1,M,1,M,1,M,1,1,1,1,1,1,100 %,
HS/2018/16969,0,1,1,1,1,1,0,1,1,1,M,1,1,1,1,M,1,1,1,1,1,1,1,89 %,
HS/2018/16970,1,1,1,1,1,1,0,1,1,1,0,E,1,1,1,1,0,1,1,1,1,1,1,86 %,
HS/2018/16971,0,1,1,1,1,1,0,1,1,1,0,E,0,1,0,1,1,0,1,0,1,1,1,66 %,
HS/2018/16972,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,80 %,
HS/2018/16973,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,91 %,
HS/2018/16974,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,97 %,
HS/2018/16975,M,M,1,M,1,1,0,0,1,1,0,E,1,1,1,1,0,1,1,1,1,1,1,83 %,
HS/2018/16976,1,1,1,1,1,1,M,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,83 %,
HS/2018/16977,1,1,1,1,1,1,0,1,1,1,1,E,1,1,1,1,1,1,1,1,1,1,1,94 %,
HS/2018/16978,E,1,1,E,E,1,E,E,1,1,E,E,1,1,1,1,0,1,0,0,1,1,1,91 %,
HS/2018/16979,1,1,1,1,M,1,1,1,1,1,M,1,0,0,M,M,M,1,0,1,1,1,1,89 %,
HS/2018/16980,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,91 %,
HS/2018/16981,1,1,1,0,1,1,0,1,1,1,1,E,1,1,1,1,0,1,0,0,0,1,1,80 %,
HS/2018/16982,1,1,1,1,1,1,M,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,83 %,
HS/2018/16983,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,80 %,
HS/2018/16984,0,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,66 %,
HS/2018/16985,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,89 %,
HS/2018/16986,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,80 %,
HS/2018/16988,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,66 %,
HS/2018/16989,1,1,1,1,1,1,M,M,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,83 %,
HS/2018/16990,1,1,1,1,1,1,0,0,1,1,1,E,1,1,0,0,0,1,1,1,1,1,1,80 %,
HS/2018/16991,1,1,1,1,1,1,0,0,1,1,0,E,1,1,1,1,1,0,1,1,1,1,1,80 %,
HS/2018/16992,1,1,1,0,1,1,1,1,1,1,0,E,1,0,1,1,1,1,1,1,1,1,1,86 %,
HS/2018/16993,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,91 %,
HS/2018/16994,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,89 %,
HS/2018/16995,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,80 %,
HS/2018/16996,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,80 %,
HS/2018/16997,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,91 %,
HS/2018/16998,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,94 %,
HS/2018/16999,0,0,0,0,1,1,0,1,1,1,0,E,1,0,0,0,0,1,1,0,0,1,1,49 %,
HS/2018/17000,1,1,1,0,1,1,M,1,1,1,1,M,1,1,M,M,M,M,M,1,1,1,1,97 %,
HS/2018/17001,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,91 %,
HS/2018/17002,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,86 %,
HS/2018/17003,1,1,1,M,1,1,0,1,1,1,0,E,1,1,0,1,0,1,1,1,1,1,1,80 %,
HS/2018/17004,1,1,1,0,1,1,1,1,1,1,1,E,1,1,1,1,0,1,1,1,0,1,1,91 %,
HS/2018/17005,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,86 %,
HS/2018/17006,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,83 %,
HS/2018/17008,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,83 %,
HS/2018/17009,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,80 %,
HS/2018/17010,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,94 %,
HS/2018/17011,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,94 %,
HS/2018/17012,1,1,1,1,1,1,0,1,1,1,1,E,1,1,1,1,0,1,1,1,1,1,1,91 %,
HS/2018/17013,1,1,1,1,1,1,1,0,1,1,0,E,1,1,1,0,1,0,1,1,1,1,1,83 %,
HS/2018/17014,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,91 %,
HS/2018/17015,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,89 %,
HS/2018/17016,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,89 %,
HS/2018/17017,0,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,63 %,
HS/2018/17018,0,1,1,0,0,1,0,0,1,1,0,E,0,0,0,0,0,1,0,1,0,1,1,46 %,
HS/2018/17019,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,86 %,
HS/2018/17020,1,0,1,1,1,1,0,0,1,1,1,E,0,1,1,1,0,1,1,1,1,1,1,83 %,
HS/2018/17021,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,91 %,
HS/2018/17022,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,66 %,
HS/2018/17023,M,1,M,0,1,1,0,1,1,1,1,E,1,1,0,1,1,1,1,1,1,1,1,86 %,
HS/2018/17024,1,1,1,1,1,1,M,1,1,1,1,1,1,1,1,M,1,M,M,1,1,1,1,100 %,
HS/2018/17025,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,83 %,
HS/2018/17026,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,86 %,
HS/2018/17027,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100 %,
HS/2018/17028,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1,43 %,
HS/2018/17029,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,80 %,
HS/2018/17030,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,37 %,
HS/2018/17031,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,86 %,
HS/2018/17032,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,94 %,
HS/2018/17033,1,M,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,80 %,
HS/2018/17034,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,91 %,
HS/2018/17035,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100 %,
HS/2018/17036,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,83 %,
HS/2018/17037,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,94 %,
HS/2018/17038,M,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,83 %,
HS/2018/17039,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,54 %,
HS/2018/17040,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,91 %,
HS/2018/17041,0,0,1,0,1,1,1,1,1,1,1,E,1,1,1,1,1,1,1,1,1,1,1,89 %,
HS/2018/17042,1,1,1,0,1,1,0,1,1,1,0,E,1,1,1,1,1,0,1,1,1,1,1,80 %,
HS/2018/17043,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,80 %,
HS/2018/17044,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,83 %,
HS/2018/17045,M,1,1,M,1,1,M,1,1,1,M,1,1,1,1,M,0,1,1,0,0,1,1,91 %,
HS/2018/17046,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,83 %,
HS/2018/17047,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,94 %,
HS/2018/17048,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,83 %,
HS/2018/17049,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,89 %,
HS/2018/17050,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,66 %,
HS/2018/17051,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,91 %,
HS/2018/17052,1,0,1,0,1,1,M,1,1,M,M,E,1,1,1,1,1,1,1,1,1,1,1,94 %,
HS/2018/17053,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,91 %,
HS/2018/17054,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,89 %,
HS/2018/17055,1,0,1,0,0,1,M,1,1,1,M,1,0,M,1,M,M,M,1,M,0,1,1,83 %,
HS/2018/17056,1,M,1,M,1,1,0,1,1,1,0,1,0,1,M,1,1,1,1,1,1,1,1,86 %,
HS/2018/17057,1,1,1,1,M,1,1,1,1,1,1,E,1,1,1,1,1,1,1,1,1,1,1,100 %,
HS/2018/17058,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,83 %,
HS/2018/17059,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,89 %,
HS/2018/17060,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,86 %,
HS/2018/17061,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,86 %,
HS/2018/17062,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,86 %,
HS/2018/17063,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,89 %,
HS/2018/17064,1,1,1,0,0,1,0,M,1,1,1,1,1,1,1,1,1,1,1,M,1,1,1,86 %,
HS/2018/17065,1,1,1,1,M,1,0,1,1,0,0,E,1,1,1,1,1,1,1,1,1,1,1,83 %,
HS/2018/17066,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,83 %,
HS/2018/17067,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,89 %,
HS/2018/17068,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,83 %,
HS/2018/17069,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,80 %,
HS/2018/17070,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,91 %,
HS/2018/17071,M,1,1,M,1,1,M,M,1,1,0,E,1,1,1,0,1,1,1,0,1,1,1,89 %,
HS/2018/17072,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,86 %,
